Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
16559,,Israel,19-02-20,0,0
16560,,Israel,20-02-20,0,0
16645,,Italy,22-01-20,0,0
16646,,Italy,23-01-20,0,0
16647,,Italy,24-01-20,0,0
16648,,Italy,25-01-20,0,0
16649,,Italy,26-01-20,0,0
16650,,Italy,27-01-20,0,0
16651,,Italy,28-01-20,0,0
16652,,Italy,29-01-20,0,0
16653,,Italy,30-01-20,0,0
19723,,Mexico,22-01-20,0,0
19724,,Mexico,23-01-20,0,0
19725,,Mexico,24-01-20,0,0
19726,,Mexico,25-01-20,0,0
19727,,Mexico,26-01-20,0,0
19728,,Mexico,27-01-20,0,0
19729,,Mexico,28-01-20,0,0
19730,,Mexico,29-01-20,0,0
19731,,Mexico,30-01-20,0,0
19732,,Mexico,31-01-20,0,0
19733,,Mexico,01-02-20,0,0
19734,,Mexico,02-02-20,0,0
19735,,Mexico,03-02-20,0,0
19736,,Mexico,04-02-20,0,0
19737,,Mexico,05-02-20,0,0
19738,,Mexico,06-02-20,0,0
19739,,Mexico,07-02-20,0,0
19740,,Mexico,08-02-20,0,0
19741,,Mexico,09-02-20,0,0
19742,,Mexico,10-02-20,0,0
19743,,Mexico,11-02-20,0,0
19744,,Mexico,12-02-20,0,0
19745,,Mexico,13-02-20,0,0
19746,,Mexico,14-02-20,0,0
19747,,Mexico,15-02-20,0,0
19748,,Mexico,16-02-20,0,0
19749,,Mexico,17-02-20,0,0
19750,,Mexico,18-02-20,0,0
19751,,Mexico,19-02-20,0,0
19752,,Mexico,20-02-20,0,0
19753,,Mexico,21-02-20,0,0
19754,,Mexico,22-02-20,0,0
19755,,Mexico,23-02-20,0,0
19756,,Mexico,24-02-20,0,0
19757,,Mexico,25-02-20,0,0
19758,,Mexico,26-02-20,0,0
19759,,Mexico,27-02-20,0,0
21205,,Netherlands,22-01-20,0,0
21206,,Netherlands,23-01-20,0,0
21207,,Netherlands,24-01-20,0,0
21208,,Netherlands,25-01-20,0,0
21209,,Netherlands,26-01-20,0,0
21210,,Netherlands,27-01-20,0,0
21211,,Netherlands,28-01-20,0,0
21212,,Netherlands,29-01-20,0,0
21213,,Netherlands,30-01-20,0,0
21214,,Netherlands,31-01-20,0,0
21215,,Netherlands,01-02-20,0,0
21216,,Netherlands,02-02-20,0,0
21217,,Netherlands,03-02-20,0,0
21218,,Netherlands,04-02-20,0,0
21219,,Netherlands,05-02-20,0,0
21220,,Netherlands,06-02-20,0,0
21221,,Netherlands,07-02-20,0,0
21222,,Netherlands,08-02-20,0,0
21223,,Netherlands,09-02-20,0,0
21224,,Netherlands,10-02-20,0,0
21225,,Netherlands,11-02-20,0,0
21226,,Netherlands,12-02-20,0,0
21227,,Netherlands,13-02-20,0,0
21228,,Netherlands,14-02-20,0,0
21229,,Netherlands,15-02-20,0,0
21230,,Netherlands,16-02-20,0,0
21231,,Netherlands,17-02-20,0,0
21232,,Netherlands,18-02-20,0,0
21233,,Netherlands,19-02-20,0,0
21234,,Netherlands,20-02-20,0,0
21235,,Netherlands,21-02-20,0,0
21236,,Netherlands,22-02-20,0,0
21237,,Netherlands,23-02-20,0,0
21238,,Netherlands,24-02-20,0,0
21239,,Netherlands,25-02-20,0,0
21240,,Netherlands,26-02-20,0,0
22117,,Pakistan,22-01-20,0,0
22118,,Pakistan,23-01-20,0,0
22119,,Pakistan,24-01-20,0,0
22120,,Pakistan,25-01-20,0,0
22121,,Pakistan,26-01-20,0,0
22122,,Pakistan,27-01-20,0,0
22123,,Pakistan,28-01-20,0,0
22124,,Pakistan,29-01-20,0,0
22125,,Pakistan,30-01-20,0,0
22126,,Pakistan,31-01-20,0,0
22127,,Pakistan,01-02-20,0,0
22128,,Pakistan,02-02-20,0,0
22129,,Pakistan,03-02-20,0,0
22130,,Pakistan,04-02-20,0,0
22131,,Pakistan,05-02-20,0,0
22132,,Pakistan,06-02-20,0,0
22133,,Pakistan,07-02-20,0,0
22134,,Pakistan,08-02-20,0,0
22135,,Pakistan,09-02-20,0,0
22136,,Pakistan,10-02-20,0,0
22137,,Pakistan,11-02-20,0,0
22138,,Pakistan,12-02-20,0,0
22139,,Pakistan,13-02-20,0,0
22140,,Pakistan,14-02-20,0,0
22141,,Pakistan,15-02-20,0,0
22142,,Pakistan,16-02-20,0,0
22143,,Pakistan,17-02-20,0,0
22144,,Pakistan,18-02-20,0,0
22145,,Pakistan,19-02-20,0,0
22146,,Pakistan,20-02-20,0,0
22147,,Pakistan,21-02-20,0,0
22148,,Pakistan,22-02-20,0,0
22149,,Pakistan,23-02-20,0,0
22150,,Pakistan,24-02-20,0,0
22151,,Pakistan,25-02-20,0,0
22573,,Peru,22-01-20,0,0
22574,,Peru,23-01-20,0,0
22575,,Peru,24-01-20,0,0
22576,,Peru,25-01-20,0,0
22577,,Peru,26-01-20,0,0
22578,,Peru,27-01-20,0,0
22579,,Peru,28-01-20,0,0
22580,,Peru,29-01-20,0,0
22581,,Peru,30-01-20,0,0
22582,,Peru,31-01-20,0,0
22583,,Peru,01-02-20,0,0
22584,,Peru,02-02-20,0,0
22585,,Peru,03-02-20,0,0
22586,,Peru,04-02-20,0,0
22587,,Peru,05-02-20,0,0
22588,,Peru,06-02-20,0,0
22589,,Peru,07-02-20,0,0
22590,,Peru,08-02-20,0,0
22591,,Peru,09-02-20,0,0
22592,,Peru,10-02-20,0,0
22593,,Peru,11-02-20,0,0
22594,,Peru,12-02-20,0,0
22595,,Peru,13-02-20,0,0
22596,,Peru,14-02-20,0,0
22597,,Peru,15-02-20,0,0
22598,,Peru,16-02-20,0,0
22599,,Peru,17-02-20,0,0
22600,,Peru,18-02-20,0,0
22601,,Peru,19-02-20,0,0
22602,,Peru,20-02-20,0,0
22603,,Peru,21-02-20,0,0
22604,,Peru,22-02-20,0,0
22605,,Peru,23-02-20,0,0
22606,,Peru,24-02-20,0,0
22607,,Peru,25-02-20,0,0
22608,,Peru,26-02-20,0,0
22609,,Peru,27-02-20,0,0
22610,,Peru,28-02-20,0,0
22611,,Peru,29-02-20,0,0
22612,,Peru,01-03-20,0,0
22613,,Peru,02-03-20,0,0
22614,,Peru,03-03-20,0,0
22615,,Peru,04-03-20,0,0
22616,,Peru,05-03-20,0,0
22801,,Poland,22-01-20,0,0
22802,,Poland,23-01-20,0,0
22803,,Poland,24-01-20,0,0
22804,,Poland,25-01-20,0,0
22805,,Poland,26-01-20,0,0
22806,,Poland,27-01-20,0,0
22807,,Poland,28-01-20,0,0
22808,,Poland,29-01-20,0,0
22809,,Poland,30-01-20,0,0
22810,,Poland,31-01-20,0,0
22811,,Poland,01-02-20,0,0
22812,,Poland,02-02-20,0,0
22813,,Poland,03-02-20,0,0
22814,,Poland,04-02-20,0,0
22815,,Poland,05-02-20,0,0
22816,,Poland,06-02-20,0,0
22817,,Poland,07-02-20,0,0
22818,,Poland,08-02-20,0,0
22819,,Poland,09-02-20,0,0
22820,,Poland,10-02-20,0,0
22821,,Poland,11-02-20,0,0
22822,,Poland,12-02-20,0,0
22823,,Poland,13-02-20,0,0
22824,,Poland,14-02-20,0,0
22825,,Poland,15-02-20,0,0
22826,,Poland,16-02-20,0,0
22827,,Poland,17-02-20,0,0
22828,,Poland,18-02-20,0,0
22829,,Poland,19-02-20,0,0
22830,,Poland,20-02-20,0,0
22831,,Poland,21-02-20,0,0
22832,,Poland,22-02-20,0,0
22833,,Poland,23-02-20,0,0
22834,,Poland,24-02-20,0,0
22835,,Poland,25-02-20,0,0
22836,,Poland,26-02-20,0,0
22837,,Poland,27-02-20,0,0
22838,,Poland,28-02-20,0,0
22839,,Poland,29-02-20,0,0
22840,,Poland,01-03-20,0,0
22841,,Poland,02-03-20,0,0
22842,,Poland,03-03-20,0,0
22915,,Portugal,22-01-20,0,0
22916,,Portugal,23-01-20,0,0
22917,,Portugal,24-01-20,0,0
22918,,Portugal,25-01-20,0,0
22919,,Portugal,26-01-20,0,0
22920,,Portugal,27-01-20,0,0
22921,,Portugal,28-01-20,0,0
22922,,Portugal,29-01-20,0,0
22923,,Portugal,30-01-20,0,0
22924,,Portugal,31-01-20,0,0
22925,,Portugal,01-02-20,0,0
22926,,Portugal,02-02-20,0,0
22927,,Portugal,03-02-20,0,0
22928,,Portugal,04-02-20,0,0
22929,,Portugal,05-02-20,0,0
22930,,Portugal,06-02-20,0,0
22931,,Portugal,07-02-20,0,0
22932,,Portugal,08-02-20,0,0
22933,,Portugal,09-02-20,0,0
22934,,Portugal,10-02-20,0,0
22935,,Portugal,11-02-20,0,0
22936,,Portugal,12-02-20,0,0
22937,,Portugal,13-02-20,0,0
22938,,Portugal,14-02-20,0,0
22939,,Portugal,15-02-20,0,0
22940,,Portugal,16-02-20,0,0
22941,,Portugal,17-02-20,0,0
22942,,Portugal,18-02-20,0,0
22943,,Portugal,19-02-20,0,0
22944,,Portugal,20-02-20,0,0
22945,,Portugal,21-02-20,0,0
22946,,Portugal,22-02-20,0,0
22947,,Portugal,23-02-20,0,0
22948,,Portugal,24-02-20,0,0
22949,,Portugal,25-02-20,0,0
22950,,Portugal,26-02-20,0,0
22951,,Portugal,27-02-20,0,0
22952,,Portugal,28-02-20,0,0
22953,,Portugal,29-02-20,0,0
22954,,Portugal,01-03-20,0,0
23029,,Qatar,22-01-20,0,0
23030,,Qatar,23-01-20,0,0
23031,,Qatar,24-01-20,0,0
23032,,Qatar,25-01-20,0,0
23033,,Qatar,26-01-20,0,0
23034,,Qatar,27-01-20,0,0
23035,,Qatar,28-01-20,0,0
23036,,Qatar,29-01-20,0,0
23037,,Qatar,30-01-20,0,0
23038,,Qatar,31-01-20,0,0
23039,,Qatar,01-02-20,0,0
23040,,Qatar,02-02-20,0,0
23041,,Qatar,03-02-20,0,0
23042,,Qatar,04-02-20,0,0
23043,,Qatar,05-02-20,0,0
23044,,Qatar,06-02-20,0,0
23045,,Qatar,07-02-20,0,0
23046,,Qatar,08-02-20,0,0
23047,,Qatar,09-02-20,0,0
23048,,Qatar,10-02-20,0,0
23049,,Qatar,11-02-20,0,0
23050,,Qatar,12-02-20,0,0
23051,,Qatar,13-02-20,0,0
23052,,Qatar,14-02-20,0,0
23053,,Qatar,15-02-20,0,0
23054,,Qatar,16-02-20,0,0
23055,,Qatar,17-02-20,0,0
23056,,Qatar,18-02-20,0,0
23057,,Qatar,19-02-20,0,0
23058,,Qatar,20-02-20,0,0
23059,,Qatar,21-02-20,0,0
23060,,Qatar,22-02-20,0,0
23061,,Qatar,23-02-20,0,0
23062,,Qatar,24-02-20,0,0
23063,,Qatar,25-02-20,0,0
23064,,Qatar,26-02-20,0,0
23065,,Qatar,27-02-20,0,0
23066,,Qatar,28-02-20,0,0
23143,,Romania,22-01-20,0,0
23144,,Romania,23-01-20,0,0
23145,,Romania,24-01-20,0,0
23146,,Romania,25-01-20,0,0
23147,,Romania,26-01-20,0,0
23148,,Romania,27-01-20,0,0
23149,,Romania,28-01-20,0,0
23150,,Romania,29-01-20,0,0
23151,,Romania,30-01-20,0,0
23152,,Romania,31-01-20,0,0
23153,,Romania,01-02-20,0,0
23154,,Romania,02-02-20,0,0
23155,,Romania,03-02-20,0,0
23156,,Romania,04-02-20,0,0
23157,,Romania,05-02-20,0,0
23158,,Romania,06-02-20,0,0
23159,,Romania,07-02-20,0,0
23160,,Romania,08-02-20,0,0
23161,,Romania,09-02-20,0,0
23162,,Romania,10-02-20,0,0
23163,,Romania,11-02-20,0,0
23164,,Romania,12-02-20,0,0
23165,,Romania,13-02-20,0,0
23166,,Romania,14-02-20,0,0
23167,,Romania,15-02-20,0,0
23168,,Romania,16-02-20,0,0
23169,,Romania,17-02-20,0,0
23170,,Romania,18-02-20,0,0
23171,,Romania,19-02-20,0,0
23172,,Romania,20-02-20,0,0
23173,,Romania,21-02-20,0,0
23174,,Romania,22-02-20,0,0
23175,,Romania,23-02-20,0,0
23176,,Romania,24-02-20,0,0
23177,,Romania,25-02-20,0,0
23257,,Russia,22-01-20,0,0
23258,,Russia,23-01-20,0,0
23259,,Russia,24-01-20,0,0
23260,,Russia,25-01-20,0,0
23261,,Russia,26-01-20,0,0
23262,,Russia,27-01-20,0,0
23263,,Russia,28-01-20,0,0
23264,,Russia,29-01-20,0,0
23265,,Russia,30-01-20,0,0
24055,,Saudi Arabia,22-01-20,0,0
24056,,Saudi Arabia,23-01-20,0,0
24057,,Saudi Arabia,24-01-20,0,0
24058,,Saudi Arabia,25-01-20,0,0
24059,,Saudi Arabia,26-01-20,0,0
24060,,Saudi Arabia,27-01-20,0,0
24061,,Saudi Arabia,28-01-20,0,0
24062,,Saudi Arabia,29-01-20,0,0
24063,,Saudi Arabia,30-01-20,0,0
24064,,Saudi Arabia,31-01-20,0,0
24065,,Saudi Arabia,01-02-20,0,0
24066,,Saudi Arabia,02-02-20,0,0
24067,,Saudi Arabia,03-02-20,0,0
24068,,Saudi Arabia,04-02-20,0,0
24069,,Saudi Arabia,05-02-20,0,0
24070,,Saudi Arabia,06-02-20,0,0
24071,,Saudi Arabia,07-02-20,0,0
24072,,Saudi Arabia,08-02-20,0,0
24073,,Saudi Arabia,09-02-20,0,0
24074,,Saudi Arabia,10-02-20,0,0
24075,,Saudi Arabia,11-02-20,0,0
24076,,Saudi Arabia,12-02-20,0,0
24077,,Saudi Arabia,13-02-20,0,0
24078,,Saudi Arabia,14-02-20,0,0
24079,,Saudi Arabia,15-02-20,0,0
24080,,Saudi Arabia,16-02-20,0,0
24081,,Saudi Arabia,17-02-20,0,0
24082,,Saudi Arabia,18-02-20,0,0
24083,,Saudi Arabia,19-02-20,0,0
24084,,Saudi Arabia,20-02-20,0,0
24085,,Saudi Arabia,21-02-20,0,0
24086,,Saudi Arabia,22-02-20,0,0
24087,,Saudi Arabia,23-02-20,0,0
24088,,Saudi Arabia,24-02-20,0,0
24089,,Saudi Arabia,25-02-20,0,0
24090,,Saudi Arabia,26-02-20,0,0
24091,,Saudi Arabia,27-02-20,0,0
24092,,Saudi Arabia,28-02-20,0,0
24093,,Saudi Arabia,29-02-20,0,0
24094,,Saudi Arabia,01-03-20,0,0
24625,,Singapore,22-01-20,0,0
25309,,Spain,22-01-20,0,0
25310,,Spain,23-01-20,0,0
25311,,Spain,24-01-20,0,0
25312,,Spain,25-01-20,0,0
25313,,Spain,26-01-20,0,0
25314,,Spain,27-01-20,0,0
25315,,Spain,28-01-20,0,0
25316,,Spain,29-01-20,0,0
25317,,Spain,30-01-20,0,0
25318,,Spain,31-01-20,0,0
25765,,Sweden,22-01-20,0,0
25766,,Sweden,23-01-20,0,0
25767,,Sweden,24-01-20,0,0
25768,,Sweden,25-01-20,0,0
25769,,Sweden,26-01-20,0,0
25770,,Sweden,27-01-20,0,0
25771,,Sweden,28-01-20,0,0
25772,,Sweden,29-01-20,0,0
25773,,Sweden,30-01-20,0,0
25879,,Switzerland,22-01-20,0,0
25880,,Switzerland,23-01-20,0,0
25881,,Switzerland,24-01-20,0,0
25882,,Switzerland,25-01-20,0,0
25883,,Switzerland,26-01-20,0,0
25884,,Switzerland,27-01-20,0,0
25885,,Switzerland,28-01-20,0,0
25886,,Switzerland,29-01-20,0,0
25887,,Switzerland,30-01-20,0,0
25888,,Switzerland,31-01-20,0,0
25889,,Switzerland,01-02-20,0,0
25890,,Switzerland,02-02-20,0,0
25891,,Switzerland,03-02-20,0,0
25892,,Switzerland,04-02-20,0,0
25893,,Switzerland,05-02-20,0,0
25894,,Switzerland,06-02-20,0,0
25895,,Switzerland,07-02-20,0,0
25896,,Switzerland,08-02-20,0,0
25897,,Switzerland,09-02-20,0,0
25898,,Switzerland,10-02-20,0,0
25899,,Switzerland,11-02-20,0,0
25900,,Switzerland,12-02-20,0,0
25901,,Switzerland,13-02-20,0,0
25902,,Switzerland,14-02-20,0,0
25903,,Switzerland,15-02-20,0,0
25904,,Switzerland,16-02-20,0,0
25905,,Switzerland,17-02-20,0,0
25906,,Switzerland,18-02-20,0,0
25907,,Switzerland,19-02-20,0,0
25908,,Switzerland,20-02-20,0,0
25909,,Switzerland,21-02-20,0,0
25910,,Switzerland,22-02-20,0,0
25911,,Switzerland,23-02-20,0,0
25912,,Switzerland,24-02-20,0,0
26905,,Turkey,22-01-20,0,0
26906,,Turkey,23-01-20,0,0
26907,,Turkey,24-01-20,0,0
26908,,Turkey,25-01-20,0,0
26909,,Turkey,26-01-20,0,0
26910,,Turkey,27-01-20,0,0
26911,,Turkey,28-01-20,0,0
26912,,Turkey,29-01-20,0,0
26913,,Turkey,30-01-20,0,0
26914,,Turkey,31-01-20,0,0
26915,,Turkey,01-02-20,0,0
26916,,Turkey,02-02-20,0,0
26917,,Turkey,03-02-20,0,0
26918,,Turkey,04-02-20,0,0
26919,,Turkey,05-02-20,0,0
26920,,Turkey,06-02-20,0,0
26921,,Turkey,07-02-20,0,0
26922,,Turkey,08-02-20,0,0
26923,,Turkey,09-02-20,0,0
26924,,Turkey,10-02-20,0,0
26925,,Turkey,11-02-20,0,0
26926,,Turkey,12-02-20,0,0
26927,,Turkey,13-02-20,0,0
26928,,Turkey,14-02-20,0,0
26929,,Turkey,15-02-20,0,0
26930,,Turkey,16-02-20,0,0
26931,,Turkey,17-02-20,0,0
26932,,Turkey,18-02-20,0,0
26933,,Turkey,19-02-20,0,0
26934,,Turkey,20-02-20,0,0
26935,,Turkey,21-02-20,0,0
26936,,Turkey,22-02-20,0,0
26937,,Turkey,23-02-20,0,0
26938,,Turkey,24-02-20,0,0
26939,,Turkey,25-02-20,0,0
26940,,Turkey,26-02-20,0,0
26941,,Turkey,27-02-20,0,0
26942,,Turkey,28-02-20,0,0
26943,,Turkey,29-02-20,0,0
26944,,Turkey,01-03-20,0,0
26945,,Turkey,02-03-20,0,0
26946,,Turkey,03-03-20,0,0
26947,,Turkey,04-03-20,0,0
26948,,Turkey,05-03-20,0,0
26949,,Turkey,06-03-20,0,0
26950,,Turkey,07-03-20,0,0
26951,,Turkey,08-03-20,0,0
26952,,Turkey,09-03-20,0,0
26953,,Turkey,10-03-20,0,0
33289,,Ukraine,22-01-20,0,0
33290,,Ukraine,23-01-20,0,0
33291,,Ukraine,24-01-20,0,0
33292,,Ukraine,25-01-20,0,0
33293,,Ukraine,26-01-20,0,0
33294,,Ukraine,27-01-20,0,0
33295,,Ukraine,28-01-20,0,0
33296,,Ukraine,29-01-20,0,0
33297,,Ukraine,30-01-20,0,0
33298,,Ukraine,31-01-20,0,0
33299,,Ukraine,01-02-20,0,0
33300,,Ukraine,02-02-20,0,0
33301,,Ukraine,03-02-20,0,0
33302,,Ukraine,04-02-20,0,0
33303,,Ukraine,05-02-20,0,0
33304,,Ukraine,06-02-20,0,0
33305,,Ukraine,07-02-20,0,0
33306,,Ukraine,08-02-20,0,0
33307,,Ukraine,09-02-20,0,0
33308,,Ukraine,10-02-20,0,0
33309,,Ukraine,11-02-20,0,0
33310,,Ukraine,12-02-20,0,0
33311,,Ukraine,13-02-20,0,0
33312,,Ukraine,14-02-20,0,0
33313,,Ukraine,15-02-20,0,0
33314,,Ukraine,16-02-20,0,0
33315,,Ukraine,17-02-20,0,0
33316,,Ukraine,18-02-20,0,0
33317,,Ukraine,19-02-20,0,0
33318,,Ukraine,20-02-20,0,0
33319,,Ukraine,21-02-20,0,0
33320,,Ukraine,22-02-20,0,0
33321,,Ukraine,23-02-20,0,0
33322,,Ukraine,24-02-20,0,0
33323,,Ukraine,25-02-20,0,0
33324,,Ukraine,26-02-20,0,0
33325,,Ukraine,27-02-20,0,0
33326,,Ukraine,28-02-20,0,0
33327,,Ukraine,29-02-20,0,0
33328,,Ukraine,01-03-20,0,0
33329,,Ukraine,02-03-20,0,0
33403,,United Arab Emirates,22-01-20,0,0
33404,,United Arab Emirates,23-01-20,0,0
33405,,United Arab Emirates,24-01-20,0,0
33406,,United Arab Emirates,25-01-20,0,0
33407,,United Arab Emirates,26-01-20,0,0
33408,,United Arab Emirates,27-01-20,0,0
33409,,United Arab Emirates,28-01-20,0,0
34657,,United Kingdom,22-01-20,0,0
34658,,United Kingdom,23-01-20,0,0
34659,,United Kingdom,24-01-20,0,0
34660,,United Kingdom,25-01-20,0,0
34661,,United Kingdom,26-01-20,0,0
34662,,United Kingdom,27-01-20,0,0
34663,,United Kingdom,28-01-20,0,0
34664,,United Kingdom,29-01-20,0,0
34665,,United Kingdom,30-01-20,0,0
27475,California,US,22-01-20,0,0
27476,California,US,23-01-20,0,0
27477,California,US,24-01-20,0,0
27478,California,US,25-01-20,0,0
27479,California,US,26-01-20,0,0
27480,California,US,27-01-20,0,0
27481,California,US,28-01-20,0,0
27482,California,US,29-01-20,0,0
27483,California,US,30-01-20,0,0
27484,California,US,31-01-20,0,0
27485,California,US,01-02-20,0,0
27486,California,US,02-02-20,0,0
27487,California,US,03-02-20,0,0
27488,California,US,04-02-20,0,0
27489,California,US,05-02-20,0,0
27490,California,US,06-02-20,0,0
27491,California,US,07-02-20,0,0
27492,California,US,08-02-20,0,0
27493,California,US,09-02-20,0,0
27494,California,US,10-02-20,0,0
27495,California,US,11-02-20,0,0
27496,California,US,12-02-20,0,0
27497,California,US,13-02-20,0,0
27498,California,US,14-02-20,0,0
27499,California,US,15-02-20,0,0
27500,California,US,16-02-20,0,0
27501,California,US,17-02-20,0,0
27502,California,US,18-02-20,0,0
27503,California,US,19-02-20,0,0
27504,California,US,20-02-20,0,0
27505,California,US,21-02-20,0,0
27506,California,US,22-02-20,0,0
27507,California,US,23-02-20,0,0
27508,California,US,24-02-20,0,0
27509,California,US,25-02-20,0,0
27510,California,US,26-02-20,0,0
27511,California,US,27-02-20,0,0
27512,California,US,28-02-20,0,0
27513,California,US,29-02-20,0,0
27514,California,US,01-03-20,0,0
27515,California,US,02-03-20,0,0
27516,California,US,03-03-20,0,0
27517,California,US,04-03-20,0,0
27518,California,US,05-03-20,0,0
27519,California,US,06-03-20,0,0
27520,California,US,07-03-20,0,0
27521,California,US,08-03-20,0,0
27522,California,US,09-03-20,0,0
27589,Colorado,US,22-01-20,0,0
27590,Colorado,US,23-01-20,0,0
27591,Colorado,US,24-01-20,0,0
27592,Colorado,US,25-01-20,0,0
27593,Colorado,US,26-01-20,0,0
27594,Colorado,US,27-01-20,0,0
27595,Colorado,US,28-01-20,0,0
27596,Colorado,US,29-01-20,0,0
27597,Colorado,US,30-01-20,0,0
27598,Colorado,US,31-01-20,0,0
27599,Colorado,US,01-02-20,0,0
27600,Colorado,US,02-02-20,0,0
27601,Colorado,US,03-02-20,0,0
27602,Colorado,US,04-02-20,0,0
27603,Colorado,US,05-02-20,0,0
27604,Colorado,US,06-02-20,0,0
27605,Colorado,US,07-02-20,0,0
27606,Colorado,US,08-02-20,0,0
27607,Colorado,US,09-02-20,0,0
27608,Colorado,US,10-02-20,0,0
27609,Colorado,US,11-02-20,0,0
27610,Colorado,US,12-02-20,0,0
27611,Colorado,US,13-02-20,0,0
27612,Colorado,US,14-02-20,0,0
27613,Colorado,US,15-02-20,0,0
27614,Colorado,US,16-02-20,0,0
27615,Colorado,US,17-02-20,0,0
27616,Colorado,US,18-02-20,0,0
27617,Colorado,US,19-02-20,0,0
27618,Colorado,US,20-02-20,0,0
27619,Colorado,US,21-02-20,0,0
27620,Colorado,US,22-02-20,0,0
27621,Colorado,US,23-02-20,0,0
27622,Colorado,US,24-02-20,0,0
27623,Colorado,US,25-02-20,0,0
27624,Colorado,US,26-02-20,0,0
27625,Colorado,US,27-02-20,0,0
27626,Colorado,US,28-02-20,0,0
27627,Colorado,US,29-02-20,0,0
27628,Colorado,US,01-03-20,0,0
27629,Colorado,US,02-03-20,0,0
27630,Colorado,US,03-03-20,0,0
27631,Colorado,US,04-03-20,0,0
27632,Colorado,US,05-03-20,0,0
27633,Colorado,US,06-03-20,0,0
27634,Colorado,US,07-03-20,0,0
27635,Colorado,US,08-03-20,0,0
27636,Colorado,US,09-03-20,0,0
27703,Connecticut,US,22-01-20,0,0
27704,Connecticut,US,23-01-20,0,0
27705,Connecticut,US,24-01-20,0,0
27706,Connecticut,US,25-01-20,0,0
27707,Connecticut,US,26-01-20,0,0
27708,Connecticut,US,27-01-20,0,0
27709,Connecticut,US,28-01-20,0,0
27710,Connecticut,US,29-01-20,0,0
27711,Connecticut,US,30-01-20,0,0
27712,Connecticut,US,31-01-20,0,0
27713,Connecticut,US,01-02-20,0,0
27714,Connecticut,US,02-02-20,0,0
27715,Connecticut,US,03-02-20,0,0
27716,Connecticut,US,04-02-20,0,0
27717,Connecticut,US,05-02-20,0,0
27718,Connecticut,US,06-02-20,0,0
27719,Connecticut,US,07-02-20,0,0
27720,Connecticut,US,08-02-20,0,0
27721,Connecticut,US,09-02-20,0,0
27722,Connecticut,US,10-02-20,0,0
27723,Connecticut,US,11-02-20,0,0
27724,Connecticut,US,12-02-20,0,0
27725,Connecticut,US,13-02-20,0,0
27726,Connecticut,US,14-02-20,0,0
27727,Connecticut,US,15-02-20,0,0
27728,Connecticut,US,16-02-20,0,0
27729,Connecticut,US,17-02-20,0,0
27730,Connecticut,US,18-02-20,0,0
27731,Connecticut,US,19-02-20,0,0
27732,Connecticut,US,20-02-20,0,0
27733,Connecticut,US,21-02-20,0,0
27734,Connecticut,US,22-02-20,0,0
27735,Connecticut,US,23-02-20,0,0
27736,Connecticut,US,24-02-20,0,0
27737,Connecticut,US,25-02-20,0,0
27738,Connecticut,US,26-02-20,0,0
27739,Connecticut,US,27-02-20,0,0
27740,Connecticut,US,28-02-20,0,0
27741,Connecticut,US,29-02-20,0,0
27742,Connecticut,US,01-03-20,0,0
27743,Connecticut,US,02-03-20,0,0
27744,Connecticut,US,03-03-20,0,0
27745,Connecticut,US,04-03-20,0,0
27746,Connecticut,US,05-03-20,0,0
27747,Connecticut,US,06-03-20,0,0
27748,Connecticut,US,07-03-20,0,0
27749,Connecticut,US,08-03-20,0,0
27750,Connecticut,US,09-03-20,0,0
28045,Florida,US,22-01-20,0,0
28046,Florida,US,23-01-20,0,0
28047,Florida,US,24-01-20,0,0
28048,Florida,US,25-01-20,0,0
28049,Florida,US,26-01-20,0,0
28050,Florida,US,27-01-20,0,0
28051,Florida,US,28-01-20,0,0
28052,Florida,US,29-01-20,0,0
28053,Florida,US,30-01-20,0,0
28054,Florida,US,31-01-20,0,0
28055,Florida,US,01-02-20,0,0
28056,Florida,US,02-02-20,0,0
28057,Florida,US,03-02-20,0,0
28058,Florida,US,04-02-20,0,0
28059,Florida,US,05-02-20,0,0
28060,Florida,US,06-02-20,0,0
28061,Florida,US,07-02-20,0,0
28062,Florida,US,08-02-20,0,0
28063,Florida,US,09-02-20,0,0
28064,Florida,US,10-02-20,0,0
28065,Florida,US,11-02-20,0,0
28066,Florida,US,12-02-20,0,0
28067,Florida,US,13-02-20,0,0
28068,Florida,US,14-02-20,0,0
28069,Florida,US,15-02-20,0,0
28070,Florida,US,16-02-20,0,0
28071,Florida,US,17-02-20,0,0
28072,Florida,US,18-02-20,0,0
28073,Florida,US,19-02-20,0,0
28074,Florida,US,20-02-20,0,0
28075,Florida,US,21-02-20,0,0
28076,Florida,US,22-02-20,0,0
28077,Florida,US,23-02-20,0,0
28078,Florida,US,24-02-20,0,0
28079,Florida,US,25-02-20,0,0
28080,Florida,US,26-02-20,0,0
28081,Florida,US,27-02-20,0,0
28082,Florida,US,28-02-20,0,0
28083,Florida,US,29-02-20,0,0
28084,Florida,US,01-03-20,0,0
28085,Florida,US,02-03-20,0,0
28086,Florida,US,03-03-20,0,0
28087,Florida,US,04-03-20,0,0
28088,Florida,US,05-03-20,0,0
28089,Florida,US,06-03-20,0,0
28090,Florida,US,07-03-20,0,0
28091,Florida,US,08-03-20,0,0
28092,Florida,US,09-03-20,0,0
28159,Georgia,US,22-01-20,0,0
28160,Georgia,US,23-01-20,0,0
